continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,Czechia,7/11/2021,1840253,5879,31189,52,175362.565,560.225,744.821,2972.082,4.955,4.057,1.44,424,40.404,2957,281.78,251,23.918,2851,271.679,41892984,43240,3985.727,4.114,87065,8.283,0.088,11.4,tests performed,12564056,6346682,6158045,370012,9489,38447,119.73,60.48,58.68,3.53,3664,14215,0.135,42.46,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,34348.402,16.24,27.35,3267.9314
Europe,Czechia,14/11/2021,1916538,9433,31630,74,182631.964,898.895,1038.486,3014.106,7.052,6.003,1.37,600,57.176,4146,395.083,304,28.969,3734,355.823,42602298,52639,4053.212,5.008,101331,9.641,0.109,9.2,tests performed,12826800,6438070,6209222,516748,8969,37535,122.23,61.35,59.17,4.92,3577,13055,0.124,42.37,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,35137.6,16.45,37.69,3343.0164
Europe,Czechia,21/11/2021,2024286,14769,32272,96,192899.555,1407.377,1466.799,3075.284,9.148,8.74,1.3,782,74.519,5422,516.677,406,38.689,4812,458.548,43400542,62140,4129.157,5.912,114035,10.849,0.135,7.4,tests performed,13075444,6534272,6272975,630650,11775,35521,124.6,62.27,59.78,6.01,3385,13743,0.131,42.26,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,36040.402,16.7,42.1,3428.9094
Europe,Czechia,28/11/2021,2155365,12883,33040,96,205390.419,1227.655,1784.409,3148.469,9.148,10.455,1.14,941,89.67,6420,611.779,455,43.358,5536,527.54,44201807,60207,4205.39,5.728,114466,10.89,0.161,6.2,tests performed,13411700,6642399,6359126,794241,12610,48037,127.8,63.3,60.6,7.57,4578,15447,0.147,45.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,37129.6,17.04,50.76,3532.5366
Europe,Czechia,5/12/2021,2275884,11283,33888,109,216874.992,1075.187,1640.653,3229.277,10.387,11.544,0.98,966,92.053,6669,635.507,441,42.024,5356,510.387,44993324,48029,4280.696,4.57,113074,10.758,0.145,6.9,tests performed,13888437,6709073,6430915,1143292,22440,68105,132.35,63.93,61.28,10.89,6490,9525,0.091,45.4,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,38370.8,17.44,57.82,3650.6252
Europe,Czechia,12/12/2021,2371879,9347,34686,100,226022.609,890.7,1306.802,3305.32,9.529,10.863,0.87,971,92.529,5899,562.131,336,32.018,4534,432.057,45698478,36715,4347.785,3.493,100736,9.584,0.129,7.8,tests performed,14421226,6750358,6500767,1569609,21630,76113,137.42,64.33,61.95,14.96,7253,5898,0.056,45.32,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,39565.2,17.8,54.9,3764.261
Europe,Czechia,19/12/2021,2442698,6157,35461,104,232771.139,586.717,964.076,3379.172,9.91,10.55,0.82,808,76.996,4800,457.405,298,28.397,3631,346.008,46349068,39830,4409.682,3.789,92941,8.842,0.105,9.5,tests performed,14938421,6788812,6581451,1970162,22347,73885,142.35,64.69,62.72,18.77,7041,5493,0.052,39.67,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,40480,18.03,41.26,3851.296
Europe,Czechia,26/12/2021,2486428,1137,35988,68,236938.286,108.348,595.307,3429.391,6.48,7.174,1.03,700,66.705,3388,322.851,246,23.442,2552,243.187,46841883,30875,4456.569,2.937,70402,6.698,0.082,12.2,tests performed,15224533,6809395,6626549,2191728,1305,40873,145.08,64.89,63.15,20.89,3895,2940,0.028,39.62,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41137.2,18.14,28.83,3913.8223
Europe,Czechia,2/1/2022,2523745,1151,36436,48,240494.321,109.682,508.005,3472.083,4.574,6.099,1.02,587,55.937,2891,275.491,253,24.109,2329,221.937,47205485,31172,4491.162,2.966,51943,4.942,0.099,10.1,tests performed,15507225,6828441,6660304,2422373,15268,40385,147.77,65.07,63.47,23.08,3848,2721,0.026,37.82,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41601.2,18.16,20.13,3964.288
Europe,Czechia,9/1/2022,2573599,4299,36797,43,245245.04,409.663,678.674,3506.483,4.098,4.914,1.26,474,45.169,2351,224.033,170,16.2,1703,162.283,47741798,32280,4542.188,3.071,76616,7.289,0.088,11.4,tests performed,16031062,6861522,6708203,2866552,19992,74834,152.76,65.39,63.92,27.32,7131,4726,0.045,37.75,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41717.5,18.02,4.77,3975.3706
Europe,Czechia,16/1/2022,2649746,10474,37036,26,252501.289,998.095,1036.607,3529.258,2.478,3.254,1.64,333,31.732,1668,158.948,114,10.863,1160,110.539,48342163,42240,4599.307,4.019,85766,8.16,0.121,8.3,tests performed,16501121,6891592,6736317,3279608,12864,67151,157.24,65.67,64.19,31.25,6399,4296,0.041,37.71,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41856.6,17.9,5.76,3988.626
Europe,Czechia,23/1/2022,2823863,20577,37211,22,269093.357,1960.837,2370.295,3545.934,2.096,2.382,1.47,270,25.729,1616,153.993,152,14.484,1739,165.714,49219396,60678,4682.767,5.773,125319,11.923,0.182,5.5,tests performed,16799494,6912007,6757243,3537464,6537,42625,160.09,65.87,64.39,33.71,4062,2916,0.028,37.68,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41754.3,17.67,-4.16,3978.8774
Europe,Czechia,30/1/2022,3103524,21463,37368,28,295742.992,2045.266,3807.091,3560.895,2.668,2.137,1.28,299,28.492,2380,226.796,228,21.727,2909,277.206,50290247,70945,4784.649,6.75,152979,14.555,0.233,4.3,tests performed,17027765,6925102,6782671,3727809,4829,32610,162.26,65.99,64.63,35.52,3107,1871,0.018,37.65,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41668.8,17.45,-3.48,3970.73
Europe,Czechia,6/2/2022,3390095,28039,37657,48,323051.099,2671.91,3901.158,3588.435,4.574,3.934,1.01,347,33.067,3306,315.037,271,25.824,4111,391.748,51249232,46859,4875.887,4.458,136998,13.034,0.239,4.2,tests performed,17181185,6933046,6805695,3850620,2293,21917,163.72,66.07,64.85,36.69,2089,1135,0.011,37.47,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41818.902,17.33,6.06,3985.0334
Europe,Czechia,13/2/2022,3579867,12785,38045,68,341134.973,1218.316,2583.411,3625.408,6.48,5.282,0.83,377,35.925,3866,368.401,270,25.729,4581,436.536,51946710,33652,4942.246,3.202,99640,9.48,0.229,4.4,tests performed,17274432,6937286,6823394,3922175,1904,13321,164.61,66.11,65.02,37.38,1269,606,0.006,36.16,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41957.203,17.21,5.45,3998.2126
Europe,Czechia,20/2/2022,3709138,9571,38422,57,353453.548,912.046,1759.796,3661.334,5.432,5.132,0.72,366,34.877,3536,336.955,254,24.204,3974,378.693,52473042,24234,4992.321,2.306,75190,7.154,0.202,5,tests performed,17337848,6940258,6835662,3970504,929,9059,165.22,66.14,65.14,37.84,863,425,0.004,36.16,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42000.902,17.05,1.7,4002.3767
Europe,Czechia,27/2/2022,3789562,6568,38779,44,361117.363,625.882,1094.831,3695.353,4.193,4.86,0.72,330,31.447,2941,280.256,252,24.014,3275,312.083,52789411,18862,5022.421,1.795,45196,4.3,0.212,4.7,tests performed,17385744,6942558,6844669,4007263,723,6842,165.67,66.16,65.22,38.19,652,329,0.003,36.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41924.6,16.84,-2.97,3995.106
Europe,Czechia,6/3/2022,3854933,5407,39079,32,367346.738,515.247,889.911,3723.941,3.049,4.084,0.81,239,22.775,2264,215.743,166,15.819,2621,249.762,53045448,14527,5046.78,1.382,36577,3.48,0.212,4.7,tests performed,17415802,6944544,6849619,4030498,228,4294,165.96,66.18,65.27,38.41,409,284,0.003,36.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41792.5,16.62,-5.21,3982.5176
Europe,Czechia,13/3/2022,3918848,5207,39298,26,373437.367,496.189,870.09,3744.81,2.478,2.981,0.89,197,18.773,2196,209.263,146,13.913,2526,240.709,53273738,13002,5068.5,1.237,32613,3.103,0.236,4.2,tests performed,17440518,6946851,6853035,4049597,223,3531,166.2,66.2,65.3,38.59,336,330,0.003,36.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41695.2,16.42,-3.92,3973.2456
Europe,Czechia,20/3/2022,3983585,5583,39490,21,379606.327,532.019,881.28,3763.106,2.001,2.614,0.93,191,18.201,2104,200.496,149,14.199,2464,234.801,53476651,12077,5087.805,1.149,28988,2.758,0.266,3.8,tests performed,17463790,6948792,6855690,4068349,211,3325,166.42,66.22,65.33,38.77,317,277,0.003,36.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41594.098,16.22,-4.21,3963.6113
Europe,Czechia,27/3/2022,4042977,4183,39684,27,385265.947,398.609,808.517,3781.593,2.573,2.641,0.9,184,17.534,1837,175.053,142,13.532,2036,194.016,53669776,10870,5106.179,1.034,27589,2.625,0.258,3.9,tests performed,17485703,6950439,6858240,4086150,148,3130,166.63,66.23,65.35,38.94,298,235,0.002,18.55,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41708.996,16.12,4.92,3974.5603
Europe,Czechia,3/4/2022,4093447,3069,39838,21,390075.367,292.453,687.06,3796.268,2.001,2.096,0.81,164,15.628,1624,154.755,138,13.15,1881,179.245,53850277,9144,5123.352,0.87,25786,2.453,0.232,4.3,tests performed,17507618,6952138,6860886,4103799,212,3131,166.83,66.25,65.38,39.11,298,243,0.002,18.55,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41941.695,16.07,10.25,3996.7349
Europe,Czechia,10/4/2022,4131228,2668,40010,22,393675.618,254.241,514.322,3812.658,2.096,2.341,0.77,125,11.912,1362,129.789,125,11.912,1627,155.041,54001001,8040,5137.692,0.765,21532,2.049,0.208,4.8,tests performed,17526698,6953483,6862977,4119511,145,2726,167.02,66.26,65.4,39.26,260,192,0.002,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42123.594,16,8.15,4014.0684
Europe,Czechia,17/4/2022,4154244,1324,40102,13,395868.874,126.167,313.322,3821.425,1.239,1.252,0.71,107,10.196,987,94.054,89,8.481,1135,108.157,54112612,5894,5148.311,0.561,15944,1.517,0.167,6,tests performed,17539970,6954435,6864312,4130546,53,1896,167.14,66.27,65.41,39.36,181,136,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42239.895,15.91,5.32,4025.1511
Europe,Czechia,24/4/2022,4170764,1089,40193,9,397443.108,103.774,224.891,3830.097,0.858,1.239,0.68,78,7.433,852,81.189,76,7.242,1029,98.056,54209183,5624,5157.499,0.535,13796,1.313,0.142,7,tests performed,17556345,6955536,6866402,4143781,145,2339,167.3,66.28,65.43,39.49,223,157,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42413.594,15.85,8.13,4041.7034
Europe,Czechia,1/5/2022,4182911,747,40270,9,398600.628,71.184,165.36,3837.435,0.858,1.048,0.64,56,5.336,646,61.559,41,3.907,787,74.995,54297434,4718,5165.895,0.449,12607,1.199,0.112,8.9,tests performed,17573027,6956785,6868167,4157518,114,2383,167.46,66.29,65.45,39.62,227,178,0.002,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42472.094,15.75,2.68,4047.2778
Europe,Czechia,8/5/2022,4190922,294,40327,6,399364.017,28.016,109.056,3842.866,0.572,0.776,0.58,40,3.812,411,39.165,33,3.145,492,46.884,54364752,3365,5172.3,0.32,9617,0.915,0.094,10.6,tests performed,17587741,6957900,6869551,4169797,56,2102,167.6,66.3,65.46,39.74,200,159,0.002,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42631.395,15.68,7.59,4062.458
Europe,Czechia,15/5/2022,4195141,172,40352,2,399766.057,16.39,57.434,3845.249,0.191,0.34,0.57,25,2.382,228,21.727,28,2.668,263,25.062,54412781,3073,5176.869,0.292,6861,0.653,0.071,14.1,tests performed,17602446,6958995,6870979,4182042,127,2101,167.74,66.31,65.48,39.85,200,156,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42719.293,15.59,4.2,4070.8342
Europe,Czechia,22/5/2022,4197827,104,40367,1,400022.013,9.91,36.565,3846.678,0.095,0.204,0.57,20,1.906,177,16.867,15,1.429,221,21.06,54452099,2171,5180.61,0.207,5617,0.534,0.056,17.9,tests performed,17615879,6960033,6872435,4193064,161,1919,167.87,66.32,65.49,39.96,183,148,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42697.395,15.47,-1.07,4068.7473
Europe,Czechia,29/5/2022,4199723,71,40378,1,400202.687,6.766,25.811,3847.726,0.095,0.15,0.69,18,1.715,118,11.245,14,1.334,134,12.769,54488354,2338,5184.06,0.222,5179,0.493,0.043,23.3,tests performed,17628918,6960938,6873761,4203924,129,1863,167.99,66.33,65.5,40.06,178,129,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42528.496,15.3,-8.21,4052.6526
Europe,Czechia,5/6/2022,4201429,99,40385,0,400365.257,9.434,23.224,3848.393,0,0.095,0.91,16,1.525,101,9.625,12,1.144,115,10.959,54520233,1662,5187.093,0.158,4554,0.433,0.044,22.7,tests performed,17639553,6961758,6875105,4212457,119,1519,168.09,66.34,65.51,40.14,145,117,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42465.797,15.16,-2.97,4046.6777
Europe,Czechia,12/6/2022,4203704,115,40393,2,400582.047,10.959,30.97,3849.156,0.191,0.109,1.16,10,0.953,98,9.339,9,0.858,119,11.34,54547910,1245,5189.726,0.118,3954,0.376,0.068,14.7,tests performed,17648514,6962377,6876261,4219679,111,1280,168.18,66.35,65.53,40.21,122,88,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42495.098,15.06,1.44,4049.47
Europe,Czechia,19/6/2022,4206649,160,40397,0,400862.684,15.247,40.091,3849.537,0,0.054,1.29,5,0.476,102,9.72,8,0.762,133,12.674,54574214,1210,5192.228,0.115,3758,0.358,0.088,11.4,tests performed,17656020,6962845,6877241,4225780,71,1072,168.25,66.35,65.54,40.27,102,67,0.001,14.81,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,42439.4,14.93,-2.75,4044.1624
Europe,Estonia,27/12/2020,31031,3730,284,32,23400.831,2812.836,401.834,214.168,24.132,3.447,1.07,33,24.886,429,323.514,29,21.775,273,205.737,620060,3032,466.666,2.282,4480,3.372,0.1147,8.7,tests performed,191,191,5,,,,0.01,0.01,0,,,,,55.56,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,103.19999,0.66,13.24,77.62614
Europe,Estonia,3/1/2021,34740,3709,323,39,26197.831,2796.999,399.571,243.578,29.41,4.201,1.04,40,30.164,400,301.645,33,24.779,282,212.495,649925,3453,489.143,2.599,4266,3.211,0.1252,8,tests performed,2523,2523,76,,18,333,0.19,0.19,0.01,,251,333,0.025,55.56,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,153.29999,0.96,15.76,115.37557
Europe,Estonia,10/1/2021,39016,4276,357,34,29422.411,3224.58,460.654,269.218,25.64,3.663,1.03,50,37.706,410,309.186,31,23.277,276,207.99,685165,3562,515.665,2.681,5034,3.789,0.1244,8,tests performed,10919,10916,332,1,223,1199,0.82,0.82,0.03,0,904,1199,0.09,52.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,182.79999,1.12,8.46,137.57767
Europe,Estonia,17/1/2021,42559,3543,405,48,32094.228,2671.817,381.688,305.415,36.197,5.171,1,44,33.181,431,325.022,29,21.775,297,223.758,717029,2733,539.647,2.057,4552,3.426,0.1118,8.9,tests performed,18119,18050,805,5,96,1029,1.37,1.36,0.06,0,776,1019,0.077,47.22,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,225.29999,1.36,12.16,169.56372
Europe,Estonia,24/1/2021,46190,3631,452,47,34832.406,2738.179,391.168,340.858,35.443,5.063,1.01,45,33.935,427,322.006,32,24.028,294,221.505,751434,3191,565.54,2.402,4915,3.699,0.1057,9.5,tests performed,25896,23482,3422,68,161,1111,1.95,1.77,0.26,0.01,838,776,0.059,41.66,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,295.8,1.75,21.01,222.62294
Europe,Estonia,31/1/2021,49794,3604,494,42,37550.224,2717.818,388.26,372.531,31.673,4.525,1.04,41,30.919,440,331.809,26,19.523,297,223.758,786039,3197,591.585,2.406,4944,3.721,0.1009,9.9,tests performed,38531,28078,11446,285,538,1805,2.91,2.12,0.86,0.02,1361,657,0.05,39.79,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,308.5,1.79,3.73,232.18114
Europe,Estonia,7/2/2021,53556,3762,536,42,40387.191,2836.967,405.281,404.204,31.673,4.525,1.09,34,25.64,472,355.941,21,15.768,323,243.281,819886,3103,617.058,2.335,4835,3.639,0.1099,9.1,tests performed,53380,35711,18740,630,58,2121,4.03,2.69,1.41,0.05,1599,1090,0.082,38.85,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,312.2,1.77,1.07,234.9658
Europe,Estonia,14/2/2021,58117,4561,572,36,43826.693,3439.502,491.357,431.352,27.148,3.878,1.15,32,24.132,497,374.793,22,16.519,363,274.066,855531,3061,643.885,2.304,5092,3.832,0.1259,7.9,tests performed,68398,45997,23535,863,61,2145,5.16,3.47,1.77,0.07,1618,1469,0.111,38.84,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,342.7,1.91,8.83,257.9205
Europe,Estonia,21/2/2021,63689,5572,610,38,48028.602,4201.909,600.273,460.008,28.656,4.094,1.19,34,25.64,484,364.99,28,21.024,368,277.82,898752,5800,676.414,4.365,6174,4.647,0.1203,8.3,tests performed,88688,62263,28100,1011,833,2899,6.69,4.7,2.12,0.08,2186,2324,0.175,38.83,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,358.40002,1.96,4.81,269.73654
Europe,Estonia,28/2/2021,71872,8183,667,57,54199.496,6170.894,881.556,502.992,42.984,6.141,1.21,41,30.919,564,425.319,28,21.024,410,309.357,943097,4910,709.789,3.695,6335,4.768,0.18,5.6,tests performed,112685,78595,36256,1377,310,3428,8.5,5.93,2.73,0.1,2585,2333,0.176,38.81,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,420.10004,2.25,17.97,316.1728
Europe,Estonia,7/3/2021,81442,9570,733,66,61416.342,7216.846,1030.978,552.764,49.771,7.11,1.14,47,35.443,641,483.385,40,30.035,544,409.973,991787,5514,746.434,4.15,6956,5.235,0.1931,5.2,tests performed,146196,102190,47156,1594,999,4787,11.02,7.71,3.56,0.12,3610,3371,0.254,38.79,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,500.00003,2.64,23.63,376.30655
Europe,Estonia,14/3/2021,91347,9905,792,59,68885.815,7469.474,1067.068,597.256,44.493,6.356,1.06,59,44.493,696,524.862,52,39.045,568,427.993,1042815,5976,784.838,4.498,7290,5.487,0.1921,5.2,tests performed,190951,138228,57158,1807,5280,6394,14.4,10.42,4.31,0.14,4822,5148,0.388,64.69,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,580.9,3.01,23.86,437.19296
Europe,Estonia,21/3/2021,101656,10309,861,69,76659.95,7774.135,1110.591,649.29,52.034,7.433,0.97,67,50.525,693,522.599,57,42.799,552,415.98,1094359,4811,823.631,3.621,7363,5.542,0.2055,4.9,tests performed,224201,167109,62940,1980,1344,4750,16.91,12.6,4.75,0.15,3582,4126,0.311,60.98,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,673.60004,3.43,28.24,506.9602
Europe,Estonia,28/3/2021,109478,7822,943,82,82558.61,5898.659,842.666,711.127,61.837,8.834,0.87,69,52.034,707,533.157,51,38.294,568,427.993,1136630,3326,855.445,2.503,6039,4.545,0.1947,5.1,tests performed,254900,193961,67692,2176,535,4386,19.22,14.63,5.1,0.16,3308,3836,0.289,60.97,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,760.10004,3.81,27.33,572.0612
Europe,Estonia,11/4/2021,114564,4663,1032,86,86394.02,3516.422,502.346,778.243,64.854,9.265,0.78,66,49.771,563,424.565,53,39.796,393,296.592,1206715,2916,908.192,2.195,5086,3.828,0.1341,7.5,tests performed,333765,258867,84444,2837,330,5514,25.17,19.52,6.37,0.21,4158,4654,0.351,60.93,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,944.7,4.59,32.94,710.9936
Europe,Estonia,18/4/2021,117905,3341,1092,60,88913.506,2519.486,359.927,823.49,45.247,6.464,0.79,57,42.984,440,331.809,40,30.035,296,223.007,1244284,2963,936.467,2.23,5367,4.039,0.09,11.1,tests performed,373264,287787,96167,3406,1407,5643,28.15,21.7,7.25,0.26,4255,4131,0.312,60.91,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,1022,4.89,25.04,769.17053
Europe,Estonia,25/4/2021,120509,2604,1141,49,90877.213,1963.706,280.529,860.441,36.951,5.279,0.81,53,39.968,391,294.858,41,30.785,265,199.73,1276544,2031,960.746,1.529,4609,3.469,0.0825,12.1,tests performed,411144,311212,111805,4065,2392,5411,31,23.47,8.43,0.31,4080,3346,0.252,60.88,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,1084.9,5.12,20.68,816.50995
Europe,Estonia,2/5/2021,122911,2402,1167,26,92688.588,1811.376,258.768,880.048,19.607,2.801,0.85,47,35.443,319,240.562,42,31.536,216,162.938,1306619,2936,983.381,2.21,4296,3.233,0.0821,12.2,tests performed,464508,339138,139050,5233,2442,7623,35.03,25.57,10.49,0.39,5749,3989,0.301,58.04,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,1108,5.16,7.97,833.89526
Europe,Estonia,9/5/2021,125194,2283,1198,31,94410.225,1721.636,245.948,903.425,23.377,3.34,0.84,47,35.443,262,197.577,31,23.277,196,147.921,1337335,2934,1006.498,2.208,4388,3.302,0.0795,12.6,tests performed,532053,372792,175533,6619,3196,9649,40.12,28.11,13.24,0.5,7276,4808,0.363,45,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,1154.9,5.3,15.95,869.1929
Europe,Estonia,16/5/2021,127064,1870,1219,21,95820.413,1410.188,201.455,919.262,15.836,2.262,0.79,30,22.623,216,162.888,29,21.775,142,107.374,1368254,2883,1029.768,2.17,4417,3.324,0.0623,16,tests performed,578785,400705,197301,7616,963,6676,43.65,30.22,14.88,0.57,5034,3988,0.301,44.96,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,1206.6,5.47,17.69,908.1029
